,date,shown,clicked,converted,avg_cost_per_click,total_revenue,ad
444,10/21/15,121936,283,1,0.1,16.05,ad_group_9
445,10/22/15,118939,279,1,0.1,10.0,ad_group_9
446,10/23/15,125861,234,1,0.09,15.68,ad_group_9
447,10/24/15,120186,213,1,0.09,19.17,ad_group_9
448,10/25/15,127151,272,1,0.09,10.37,ad_group_9
449,10/26/15,122049,234,1,0.09,11.23,ad_group_9
450,10/27/15,124459,281,1,0.1,10.27,ad_group_9
451,10/28/15,121696,242,1,0.09,16.03,ad_group_9
452,10/29/15,113807,219,1,0.09,20.04,ad_group_9
453,10/30/15,128403,232,1,0.08,15.41,ad_group_9
454,10/31/15,127628,290,1,0.1,11.97,ad_group_9
455,11/1/15,128181,256,1,0.09,24.22,ad_group_9
456,11/2/15,127157,288,1,0.1,8.85,ad_group_9
457,11/3/15,129685,261,1,0.1,17.54,ad_group_9
458,11/4/15,132191,295,1,0.09,12.49,ad_group_9
459,11/5/15,120742,233,1,0.08,13.75,ad_group_9
460,11/6/15,127119,292,1,0.09,20.65,ad_group_9
461,11/7/15,124843,256,1,0.09,11.28,ad_group_9
462,11/8/15,121511,248,1,0.1,20.93,ad_group_9
463,11/9/15,118884,195,1,0.09,12.41,ad_group_9
464,11/10/15,122550,232,1,0.09,20.16,ad_group_9
465,11/11/15,121045,272,1,0.1,25.0,ad_group_9
466,11/12/15,119025,232,1,0.1,18.66,ad_group_9
467,11/13/15,127131,226,1,0.09,9.29,ad_group_9
468,11/14/15,127751,270,1,0.1,21.93,ad_group_9
469,11/15/15,125763,249,1,0.09,17.09,ad_group_9
470,11/16/15,124346,271,1,0.1,18.73,ad_group_9
471,11/17/15,126516,293,1,0.1,12.81,ad_group_9
472,11/18/15,127346,243,1,0.1,13.35,ad_group_9
473,11/19/15,123585,264,1,0.1,20.09,ad_group_9
474,11/20/15,126434,266,1,0.09,13.26,ad_group_9
475,11/21/15,118877,242,1,0.09,10.39,ad_group_9
476,11/22/15,123598,244,1,0.08,15.44,ad_group_9
477,10/1/15,97590,1120,14,1.07,183.3,ad_group_10
478,10/2/15,101799,1467,16,1.21,167.54,ad_group_10
479,10/3/15,102065,1256,16,1.12,301.09,ad_group_10
480,10/4/15,104539,1296,16,1.33,208.01,ad_group_10
481,10/5/15,108520,1322,16,1.19,248.87,ad_group_10
482,10/6/15,109361,1857,19,1.29,322.23,ad_group_10
483,10/7/15,101415,1523,13,1.17,38.19,ad_group_10
484,10/8/15,112865,1488,16,1.01,223.04,ad_group_10
485,10/9/15,108985,1451,22,1.11,249.71,ad_group_10
486,10/10/15,119754,1916,22,1.12,394.56,ad_group_10
487,10/11/15,114685,1618,20,1.3,236.61,ad_group_10
488,10/12/15,112200,1790,23,1.27,377.93,ad_group_10
489,10/13/15,114367,1288,17,1.32,242.76,ad_group_10
490,10/14/15,106443,1557,18,1.1,434.01,ad_group_10
491,10/15/15,114962,1623,18,1.17,308.37,ad_group_10
492,10/16/15,108378,1140,21,1.22,409.67,ad_group_10
493,10/17/15,114998,1349,21,1.01,338.92,ad_group_10
494,10/18/15,116999,1682,17,1.21,238.96,ad_group_10
495,10/19/15,123910,2018,24,1.16,483.34,ad_group_10
496,10/20/15,125222,2158,14,1.07,169.38,ad_group_10
497,10/21/15,121581,1706,19,1.23,354.13,ad_group_10
498,10/22/15,120489,1807,22,1.19,528.65,ad_group_10
499,10/23/15,117284,1828,16,1.16,154.75,ad_group_10
500,10/24/15,126360,1734,24,1.0,244.65,ad_group_10
501,10/25/15,122678,1557,20,1.17,372.58,ad_group_10
502,10/26/15,116634,1624,22,1.08,171.03,ad_group_10
503,10/27/15,128781,1657,22,1.25,299.82,ad_group_10
504,10/28/15,124271,1749,21,1.11,179.52,ad_group_10
505,10/29/15,122314,1609,24,1.02,292.03,ad_group_10
506,10/30/15,118400,1718,19,1.13,287.77,ad_group_10
507,10/31/15,115896,1863,20,1.07,451.82,ad_group_10
508,11/1/15,123184,1642,21,1.18,264.37,ad_group_10
509,11/2/15,116882,1982,20,1.11,264.39,ad_group_10
510,11/3/15,128370,1888,22,1.29,445.42,ad_group_10
511,11/5/15,127043,1573,20,1.08,272.37,ad_group_10
512,11/6/15,123084,1509,21,1.09,442.31,ad_group_10
513,11/7/15,128273,1783,19,1.23,275.52,ad_group_10
514,11/8/15,117276,1799,21,1.33,336.76,ad_group_10
515,11/9/15,124991,1473,20,1.22,325.36,ad_group_10
516,11/10/15,122800,1627,20,1.31,124.42,ad_group_10
517,11/11/15,119237,1636,16,1.22,205.74,ad_group_10
518,11/12/15,124315,1854,21,1.01,328.26,ad_group_10
519,11/13/15,116237,1668,20,1.33,218.0,ad_group_10
520,11/14/15,119984,2009,16,1.24,141.91,ad_group_10
521,11/15/15,122090,1860,21,1.22,359.31,ad_group_10
522,11/16/15,122294,1610,19,1.12,296.17,ad_group_10
523,11/17/15,122503,1891,20,1.19,263.76,ad_group_10
524,11/18/15,114753,1865,23,1.13,405.06,ad_group_10
525,11/19/15,125348,1999,25,1.07,641.43,ad_group_10
526,11/20/15,131225,2177,17,1.29,301.34,ad_group_10
527,11/21/15,115513,1598,23,0.89,457.96,ad_group_10
528,11/22/15,121324,1684,19,1.23,296.73,ad_group_10
529,10/1/15,16451,971,54,1.59,1109.42,ad_group_11
530,10/2/15,17699,1147,53,1.79,1044.23,ad_group_11
531,10/3/15,17786,1156,47,1.81,612.66,ad_group_11
532,10/4/15,16349,1007,50,1.71,712.8,ad_group_11
533,10/5/15,17703,974,53,1.46,826.97,ad_group_11
534,10/6/15,17468,1076,51,1.79,597.27,ad_group_11
535,10/7/15,16766,1172,45,1.87,1127.58,ad_group_11
536,10/8/15,19298,1273,59,1.81,1037.1,ad_group_11
537,10/9/15,19151,1271,64,1.81,998.48,ad_group_11
538,10/10/15,18309,1068,50,1.7,689.73,ad_group_11
539,10/11/15,17615,1131,62,1.79,639.36,ad_group_11
540,10/12/15,18253,1190,69,1.83,589.83,ad_group_11
541,10/13/15,18900,1322,55,1.83,864.36,ad_group_11
542,10/14/15,19445,1309,51,1.86,324.1,ad_group_11
543,10/15/15,19458,1279,61,1.81,606.37,ad_group_11
544,10/16/15,20469,1360,70,1.71,946.72,ad_group_11
545,10/17/15,20129,1310,59,1.81,664.57,ad_group_11
546,10/18/15,19975,1307,58,1.77,753.31,ad_group_11
547,10/19/15,20056,1215,78,1.7,977.19,ad_group_11
548,10/20/15,20033,1138,70,1.63,610.2,ad_group_11
549,10/21/15,19696,1196,57,1.67,592.79,ad_group_11
550,10/22/15,19405,1143,58,1.66,1081.12,ad_group_11
551,10/23/15,22130,1406,79,1.69,1252.48,ad_group_11
552,10/24/15,19660,1311,63,1.74,578.88,ad_group_11
553,10/25/15,19947,1436,58,2.01,683.7,ad_group_11
554,10/26/15,0,0,0,0.0,0.0,ad_group_11
555,10/27/15,19426,1186,64,1.7,1721.42,ad_group_11
556,10/28/15,19268,1264,62,1.79,1221.83,ad_group_11
557,10/29/15,21620,1374,62,1.71,768.31,ad_group_11
558,10/30/15,21415,1210,67,1.65,357.66,ad_group_11
559,10/31/15,18904,1172,50,1.7,449.45,ad_group_11
560,11/1/15,19240,1144,53,1.71,862.6,ad_group_11
561,11/2/15,19380,1420,66,1.91,1630.85,ad_group_11
562,11/3/15,20606,1390,61,1.9,758.18,ad_group_11
563,11/4/15,21135,1296,60,1.8,1126.05,ad_group_11
564,11/5/15,21253,1066,62,1.42,785.27,ad_group_11
565,11/6/15,20818,1271,66,1.77,1566.9,ad_group_11
566,11/7/15,18337,0,0,0.0,0.0,ad_group_11
567,11/8/15,19281,1304,58,1.82,614.32,ad_group_11
568,11/9/15,19464,1258,53,1.76,1335.37,ad_group_11
569,11/10/15,19782,1254,59,1.72,754.8,ad_group_11
570,11/11/15,20464,0,0,0.0,0.0,ad_group_11
571,11/12/15,19344,1165,68,1.75,844.6,ad_group_11
572,11/13/15,19871,1293,65,1.82,759.32,ad_group_11
573,11/14/15,19340,1408,59,1.86,380.63,ad_group_11
574,11/15/15,19911,1125,66,1.58,1452.03,ad_group_11
575,11/16/15,20067,1119,64,1.53,379.39,ad_group_11
576,11/17/15,20423,1203,72,1.7,625.05,ad_group_11
577,11/18/15,19838,1242,57,1.75,914.79,ad_group_11
578,11/19/15,20019,1474,63,1.98,680.88,ad_group_11
579,11/20/15,20007,1326,47,1.82,271.64,ad_group_11
580,11/21/15,0,0,0,0.0,0.0,ad_group_11
581,11/22/15,20437,1433,57,1.89,469.76,ad_group_11
582,10/1/15,26000,1489,113,2.23,1700.13,ad_group_12
583,10/2/15,26456,1550,152,1.97,2288.68,ad_group_12
584,10/3/15,29113,1874,177,2.06,2781.52,ad_group_12
585,10/4/15,27088,1604,150,2.14,2080.85,ad_group_12
586,10/5/15,27250,1594,158,2.06,2562.19,ad_group_12
587,10/6/15,27967,1941,169,2.31,2107.53,ad_group_12
588,10/7/15,27374,1755,130,2.2,2180.04,ad_group_12
589,10/8/15,27684,1973,150,2.3,1827.29,ad_group_12
590,10/9/15,28593,1811,172,1.96,1427.4,ad_group_12
591,10/10/15,28362,1782,171,2.09,2367.11,ad_group_12
592,10/11/15,29632,1679,164,2.08,3273.2,ad_group_12
593,10/12/15,28584,1639,118,1.88,1007.69,ad_group_12
594,10/13/15,28879,1561,174,1.9,3639.18,ad_group_12
595,10/14/15,28899,1841,163,2.11,2306.07,ad_group_12
596,10/15/15,29578,1629,138,1.81,2319.35,ad_group_12
597,10/16/15,29209,1871,144,2.17,1979.48,ad_group_12
598,10/17/15,28822,1670,196,2.1,3737.14,ad_group_12
599,10/18/15,29382,1565,153,1.85,2644.58,ad_group_12
600,10/19/15,29385,1997,157,2.18,2092.11,ad_group_12
601,10/20/15,29190,2062,183,2.18,3290.8,ad_group_12
602,10/21/15,30519,2102,184,2.24,1802.92,ad_group_12
603,10/22/15,31549,1910,158,2.12,1530.02,ad_group_12
604,10/23/15,29804,1583,153,1.85,1865.14,ad_group_12
605,10/24/15,29332,1452,177,1.99,3129.71,ad_group_12
606,10/25/15,30887,1894,161,2.11,1737.82,ad_group_12
607,10/26/15,30667,0,0,0.0,0.0,ad_group_12
608,10/27/15,28306,1607,179,2.04,3796.4,ad_group_12
609,10/28/15,30376,1585,167,2.0,3943.36,ad_group_12
610,10/29/15,30588,1689,203,1.95,3794.16,ad_group_12
611,10/30/15,29999,1954,181,2.26,2687.94,ad_group_12
612,10/31/15,28763,1903,153,2.22,2148.01,ad_group_12
613,11/1/15,30133,1812,181,2.05,2916.86,ad_group_12
614,11/2/15,29908,1823,153,2.1,2768.66,ad_group_12
615,11/3/15,29566,1713,175,1.99,3776.73,ad_group_12
616,11/4/15,28052,1850,176,2.12,2793.98,ad_group_12
617,11/5/15,29632,1888,146,2.0,3340.44,ad_group_12
618,11/6/15,29347,1765,136,2.06,1351.2,ad_group_12
619,11/7/15,31211,1831,189,1.96,1692.25,ad_group_12
620,11/8/15,30424,2063,160,2.22,2385.24,ad_group_12
621,11/9/15,29384,1786,175,2.27,2747.51,ad_group_12
622,11/10/15,28076,1588,145,1.98,3182.39,ad_group_12
623,11/11/15,28778,1816,165,2.0,4290.6,ad_group_12
624,11/12/15,29004,1615,133,1.87,2415.81,ad_group_12
625,11/13/15,30695,1691,161,1.97,1631.52,ad_group_12
626,11/14/15,31033,1790,179,2.09,3191.44,ad_group_12
627,11/15/15,30232,2148,211,2.35,3805.63,ad_group_12
628,11/16/15,30638,2197,167,2.32,2241.0,ad_group_12
629,11/17/15,28411,1946,165,2.24,1472.45,ad_group_12
630,11/18/15,27504,1853,166,2.27,2739.63,ad_group_12
631,11/19/15,28944,1615,145,2.14,2980.91,ad_group_12
632,11/20/15,0,0,0,0.0,0.0,ad_group_12
633,11/21/15,28401,1747,145,2.06,989.95,ad_group_12
634,11/22/15,29480,1579,174,2.09,2524.02,ad_group_12
635,10/1/15,162075,14470,1389,1.81,35232.44,ad_group_13
636,10/2/15,156520,14062,1334,1.83,13441.45,ad_group_13
637,10/3/15,158721,10134,1383,1.31,21652.03,ad_group_13
638,10/4/15,168742,14309,1233,1.72,24499.48,ad_group_13
639,10/5/15,172151,14498,1380,1.71,29300.61,ad_group_13
640,10/6/15,170787,15286,1447,1.81,24662.41,ad_group_13
641,10/7/15,157452,12483,1343,1.61,8653.01,ad_group_13
642,10/8/15,147795,12541,1067,1.73,19774.82,ad_group_13
643,10/9/15,151178,12581,1397,1.69,12011.33,ad_group_13
644,10/10/15,154686,14703,1280,1.92,18465.82,ad_group_13
645,10/11/15,152391,13993,1213,1.86,16384.08,ad_group_13
646,10/12/15,160905,14314,1326,1.81,17034.54,ad_group_13
647,10/13/15,155760,13844,1347,1.8,22044.53,ad_group_13
648,10/14/15,159278,13505,1296,1.72,18069.79,ad_group_13
649,10/15/15,158566,13904,1162,1.78,22428.3,ad_group_13
650,10/16/15,0,0,0,0.0,0.0,ad_group_13
651,10/17/15,172650,11931,1491,1.41,10006.78,ad_group_13
652,10/18/15,163903,12108,1314,1.51,27877.65,ad_group_13
653,10/19/15,169756,16057,1552,1.92,10501.99,ad_group_13
654,10/20/15,163310,12755,1275,1.59,22269.09,ad_group_13
655,10/21/15,161946,14304,1179,1.8,13435.24,ad_group_13
656,10/22/15,160821,14327,1108,1.81,9992.48,ad_group_13
657,10/23/15,161809,15014,1224,1.89,34571.09,ad_group_13
658,10/24/15,158888,13811,1477,1.76,29747.6,ad_group_13
659,10/25/15,163037,15268,1258,1.9,13546.99,ad_group_13
660,10/26/15,169003,15287,1297,1.83,21729.15,ad_group_13
661,10/27/15,160969,14019,1442,1.77,24372.79,ad_group_13
662,10/28/15,165865,13535,1253,1.67,22807.06,ad_group_13
663,10/29/15,168829,16252,1491,1.95,23179.04,ad_group_13
664,10/30/15,157960,12359,1273,1.6,35841.62,ad_group_13
665,10/31/15,162101,13579,1302,1.71,16518.8,ad_group_13
666,11/1/15,176056,18192,1578,2.1,26747.66,ad_group_13
667,11/2/15,176898,15956,1232,1.83,23234.71,ad_group_13
668,11/3/15,164373,14639,1307,1.81,20519.05,ad_group_13
669,11/4/15,157876,12151,1505,1.57,29793.91,ad_group_13
670,11/5/15,148906,11270,1201,1.54,15459.1,ad_group_13
671,11/6/15,159041,12726,1319,1.63,23703.02,ad_group_13
672,11/7/15,162620,14041,1445,1.76,18567.06,ad_group_13
673,11/8/15,159542,14090,1418,1.79,22361.29,ad_group_13
674,11/9/15,151273,12812,1130,1.72,19995.68,ad_group_13
675,11/10/15,155285,12885,1246,1.69,20482.57,ad_group_13
676,11/11/15,0,0,0,0.0,0.0,ad_group_13
677,11/12/15,159876,13903,1221,1.76,19683.25,ad_group_13
678,11/13/15,158855,13805,1349,1.77,39623.71,ad_group_13
679,11/14/15,161889,13608,1232,1.71,20212.91,ad_group_13
680,11/15/15,165597,15275,997,1.87,12318.01,ad_group_13
681,11/16/15,158326,12131,1138,1.56,16010.81,ad_group_13
682,11/17/15,161199,13810,1161,1.73,10450.32,ad_group_13
683,11/18/15,162365,14756,1304,1.84,15332.29,ad_group_13
684,11/19/15,159725,13384,1421,1.71,20643.08,ad_group_13
685,11/20/15,159950,13659,1332,1.74,15891.88,ad_group_13
686,11/21/15,164310,13531,1329,1.67,12030.57,ad_group_13
687,11/22/15,165662,14084,1343,1.73,31849.14,ad_group_13
688,10/1/15,8556,281,17,0.77,197.56,ad_group_14
689,10/2/15,8086,227,20,0.69,457.24,ad_group_14
690,10/3/15,7708,249,16,0.76,336.49,ad_group_14
691,10/4/15,7665,237,16,0.74,325.05,ad_group_14
692,10/5/15,7719,213,21,0.66,298.1,ad_group_14
693,10/6/15,7494,238,15,0.75,248.3,ad_group_14
694,10/7/15,7783,217,22,0.67,247.68,ad_group_14
695,10/8/15,8574,284,23,0.76,106.86,ad_group_14
696,10/9/15,8356,283,21,0.8,257.93,ad_group_14
697,10/10/15,8530,250,22,0.69,223.34,ad_group_14
698,10/11/15,8897,255,24,0.7,327.64,ad_group_14
699,10/12/15,8615,295,24,0.81,474.82,ad_group_14
700,10/13/15,8515,245,20,0.68,152.43,ad_group_14
701,10/14/15,8504,260,20,0.72,453.52,ad_group_14
702,10/15/15,8484,260,25,0.73,449.09,ad_group_14
703,10/16/15,8658,241,23,0.65,381.87,ad_group_14
704,10/17/15,8465,254,21,0.72,236.72,ad_group_14
705,10/18/15,8863,271,21,0.74,317.87,ad_group_14
706,10/19/15,8120,230,20,0.68,419.31,ad_group_14
707,10/20/15,8666,268,19,0.71,364.08,ad_group_14
708,10/21/15,8527,266,22,0.71,382.76,ad_group_14
709,10/22/15,8359,219,21,0.64,367.66,ad_group_14
710,10/23/15,8739,314,17,0.84,258.83,ad_group_14
711,10/24/15,8540,249,18,0.69,291.76,ad_group_14
712,10/25/15,8175,254,23,0.72,405.35,ad_group_14
713,10/26/15,8537,285,19,0.76,396.4,ad_group_14
714,10/27/15,8522,211,21,0.61,328.07,ad_group_14
715,10/28/15,8565,259,19,0.71,161.51,ad_group_14
716,10/29/15,9072,267,21,0.71,258.7,ad_group_14
717,10/30/15,8633,297,28,0.8,369.58,ad_group_14
718,10/31/15,8373,254,18,0.71,261.75,ad_group_14
719,11/1/15,8420,210,22,0.61,314.8,ad_group_14
720,11/2/15,8361,214,22,0.62,446.28,ad_group_14
721,11/3/15,9050,275,21,0.73,210.01,ad_group_14
722,11/5/15,8132,232,19,0.67,267.11,ad_group_14
723,11/6/15,8566,236,21,0.67,448.55,ad_group_14
724,11/7/15,8810,281,24,0.74,416.71,ad_group_14
725,11/8/15,8847,262,18,0.7,239.49,ad_group_14
726,11/9/15,8226,268,21,0.77,439.44,ad_group_14
727,11/10/15,8499,250,22,0.71,457.88,ad_group_14
728,11/11/15,8511,200,25,0.57,383.54,ad_group_14
729,11/12/15,8209,286,24,0.81,474.58,ad_group_14
730,11/13/15,8634,291,23,0.78,91.24,ad_group_14
731,11/14/15,8365,271,19,0.76,202.13,ad_group_14
732,11/15/15,8315,240,21,0.68,228.69,ad_group_14
733,11/16/15,8291,210,18,0.6,335.08,ad_group_14
734,11/17/15,8681,282,19,0.75,71.35,ad_group_14
735,11/18/15,8684,229,24,0.67,227.07,ad_group_14
736,11/19/15,8909,190,17,0.54,280.35,ad_group_14
737,11/20/15,8547,274,23,0.74,454.37,ad_group_14
738,11/21/15,8653,244,24,0.67,558.91,ad_group_14
739,11/22/15,8967,289,26,0.76,367.41,ad_group_14
740,10/1/15,14811,326,16,0.81,265.25,ad_group_15
741,10/2/15,15326,346,18,0.85,242.75,ad_group_15
742,10/3/15,16063,282,16,0.67,147.46,ad_group_15
743,10/4/15,15156,304,16,0.64,320.0,ad_group_15
744,10/5/15,15088,322,12,0.78,68.32,ad_group_15
745,10/6/15,15920,337,15,0.76,215.92,ad_group_15
746,10/7/15,14981,341,16,0.78,223.02,ad_group_15
747,10/8/15,15805,317,16,0.73,227.14,ad_group_15
748,10/9/15,15201,385,15,0.85,358.27,ad_group_15
749,10/10/15,15970,431,18,0.86,242.08,ad_group_15
750,10/11/15,15478,455,18,0.94,407.31,ad_group_15
751,10/12/15,16816,407,16,0.86,200.94,ad_group_15
752,10/13/15,14797,421,15,0.91,389.43,ad_group_15
753,10/14/15,16432,374,19,0.79,323.38,ad_group_15
754,10/15/15,15392,390,15,0.8,206.88,ad_group_15
755,10/16/15,15339,379,16,0.84,234.9,ad_group_15
756,10/17/15,15748,338,16,0.83,275.66,ad_group_15
757,10/18/15,15282,280,16,0.74,296.38,ad_group_15
758,10/19/15,14656,320,16,0.72,260.49,ad_group_15
759,10/20/15,15853,320,16,0.76,339.03,ad_group_15
760,10/21/15,15611,326,18,0.78,276.78,ad_group_15
761,10/22/15,15927,430,16,0.87,178.29,ad_group_15
762,10/23/15,15369,291,18,0.68,469.31,ad_group_15
763,10/24/15,14831,391,15,0.92,149.25,ad_group_15
764,10/25/15,15529,403,17,0.87,278.34,ad_group_15
765,10/26/15,15516,256,15,0.64,12.07,ad_group_15
766,10/27/15,15338,329,17,0.79,308.57,ad_group_15
767,10/28/15,16074,397,16,0.87,295.22,ad_group_15
768,10/29/15,14998,332,17,0.82,383.24,ad_group_15
769,10/30/15,15784,364,17,0.78,300.23,ad_group_15
770,10/31/15,15523,415,17,0.88,232.21,ad_group_15
771,11/1/15,16036,344,17,0.76,177.33,ad_group_15
772,11/2/15,15113,328,16,0.74,227.87,ad_group_15
773,11/3/15,15996,419,16,0.87,177.4,ad_group_15
774,11/4/15,15390,350,13,0.78,170.87,ad_group_15
775,11/5/15,16605,358,20,0.79,207.02,ad_group_15
776,11/6/15,16239,396,18,0.88,247.13,ad_group_15
777,11/7/15,16285,410,16,0.87,186.4,ad_group_15
778,11/8/15,14019,289,17,0.76,240.02,ad_group_15
779,11/9/15,16146,353,20,0.83,341.56,ad_group_15
780,11/10/15,15149,343,15,0.84,154.66,ad_group_15
781,11/11/15,15865,354,19,0.79,369.43,ad_group_15
782,11/12/15,14290,301,17,0.77,329.52,ad_group_15
783,11/13/15,16000,400,16,0.8,311.72,ad_group_15
784,11/14/15,16043,416,18,0.86,194.5,ad_group_15
785,11/15/15,15945,360,16,0.81,362.62,ad_group_15
786,11/16/15,14942,338,16,0.77,303.15,ad_group_15
787,11/17/15,16995,288,20,0.65,200.84,ad_group_15
788,11/18/15,14407,365,16,0.83,154.76,ad_group_15
789,11/19/15,16140,465,18,0.95,254.13,ad_group_15
790,11/20/15,15289,393,19,0.83,298.38,ad_group_15
791,11/21/15,15216,309,20,0.74,142.47,ad_group_15
792,11/22/15,14873,310,16,0.81,260.14,ad_group_15
793,10/1/15,29364,876,64,0.63,1171.11,ad_group_16
794,10/2/15,28636,931,72,0.68,1106.91,ad_group_16
795,10/3/15,30257,786,78,0.55,1240.56,ad_group_16
796,10/4/15,29979,861,74,0.6,1149.62,ad_group_16
797,10/5/15,30600,906,70,0.62,1583.31,ad_group_16
798,10/6/15,30270,863,66,0.6,1153.09,ad_group_16
799,10/7/15,30935,640,81,0.44,1230.65,ad_group_16
800,10/8/15,31393,642,70,0.44,1550.8,ad_group_16
801,10/9/15,31850,829,69,0.55,637.45,ad_group_16
802,10/10/15,31499,835,77,0.56,1238.26,ad_group_16
803,10/11/15,30237,725,74,0.51,1099.75,ad_group_16
804,10/12/15,31187,1119,77,0.75,1778.64,ad_group_16
805,10/13/15,32063,864,80,0.57,1798.25,ad_group_16
806,10/14/15,32168,803,79,0.53,1060.01,ad_group_16
807,10/15/15,31426,1016,72,0.68,690.05,ad_group_16
808,10/16/15,31376,857,82,0.58,635.67,ad_group_16
809,10/17/15,31506,794,70,0.54,1336.76,ad_group_16
810,10/18/15,29937,727,77,0.52,782.07,ad_group_16
811,10/19/15,0,0,0,0.0,0.0,ad_group_16
812,10/20/15,30763,894,76,0.61,1559.96,ad_group_16
813,10/21/15,29809,783,79,0.55,1676.39,ad_group_16
814,10/22/15,30341,729,70,0.51,1650.09,ad_group_16
815,10/23/15,30702,819,66,0.56,374.17,ad_group_16
816,10/24/15,30571,793,65,0.55,853.24,ad_group_16
817,10/25/15,30110,765,77,0.54,1327.42,ad_group_16
818,10/26/15,33337,845,80,0.53,700.96,ad_group_16
819,10/27/15,30919,860,82,0.59,1712.92,ad_group_16
820,10/28/15,31760,924,83,0.62,793.83,ad_group_16
821,10/29/15,0,0,0,0.0,0.0,ad_group_16
822,10/30/15,29710,758,67,0.54,937.84,ad_group_16
823,10/31/15,31676,794,69,0.53,1677.68,ad_group_16
824,11/1/15,30933,811,76,0.56,915.37,ad_group_16
825,11/2/15,29889,939,76,0.66,1079.24,ad_group_16
826,11/3/15,29195,727,72,0.53,576.43,ad_group_16
827,11/4/15,29994,690,76,0.48,1379.06,ad_group_16
828,11/5/15,29264,816,68,0.59,569.93,ad_group_16
829,11/6/15,31058,745,70,0.51,685.28,ad_group_16
830,11/7/15,30887,879,76,0.6,1329.27,ad_group_16
831,11/8/15,32897,810,79,0.53,545.38,ad_group_16
832,11/9/15,32748,1034,78,0.66,899.79,ad_group_16
833,11/10/15,30069,862,72,0.61,838.47,ad_group_16
834,11/11/15,31274,733,75,0.5,1271.52,ad_group_16
835,11/12/15,30898,894,63,0.61,959.77,ad_group_16
836,11/13/15,30093,734,66,0.53,597.55,ad_group_16
837,11/14/15,31333,824,73,0.55,476.47,ad_group_16
838,11/15/15,30733,740,67,0.52,1673.31,ad_group_16
839,11/16/15,29262,743,60,0.54,1444.8,ad_group_16
840,11/17/15,31986,889,72,0.59,1257.22,ad_group_16
841,11/18/15,30987,716,63,0.5,444.19,ad_group_16
842,11/19/15,30192,705,70,0.5,1191.43,ad_group_16
843,11/20/15,28341,661,61,0.5,217.47,ad_group_16
844,11/21/15,30879,857,71,0.59,1515.15,ad_group_16
845,11/22/15,31246,917,72,0.62,1638.27,ad_group_16
846,10/1/15,119141,945,10,0.4,106.55,ad_group_17
847,10/2/15,122091,1169,11,0.4,192.64,ad_group_17
848,10/3/15,125866,1107,12,0.4,77.55,ad_group_17
849,10/4/15,117050,987,15,0.39,318.96,ad_group_17
850,10/5/15,126830,1066,13,0.38,152.77,ad_group_17
851,10/6/15,121725,1083,14,0.43,82.85,ad_group_17
852,10/7/15,128692,1265,12,0.41,199.86,ad_group_17
853,10/8/15,127762,1113,14,0.38,167.79,ad_group_17
854,10/9/15,136497,1119,14,0.4,139.82,ad_group_17
855,10/10/15,133095,1166,12,0.44,158.34,ad_group_17
856,10/11/15,132842,1220,12,0.4,170.59,ad_group_17
857,10/12/15,134880,1063,15,0.4,98.15,ad_group_17
858,10/13/15,134224,1072,15,0.4,81.18,ad_group_17
859,10/14/15,135003,1106,16,0.36,115.58,ad_group_17
860,10/15/15,134547,1099,16,0.4,211.65,ad_group_17
861,10/16/15,144187,1331,13,0.44,194.63,ad_group_17
862,10/17/15,140523,1113,13,0.38,177.24,ad_group_17
863,10/18/15,141304,1240,16,0.38,376.77,ad_group_17
864,10/19/15,146614,1254,16,0.4,87.12,ad_group_17
865,10/20/15,139057,1181,15,0.4,322.7,ad_group_17
866,10/21/15,135962,1228,15,0.41,102.3,ad_group_17
867,10/22/15,143825,1304,15,0.37,104.52,ad_group_17
868,10/23/15,142232,1254,14,0.36,338.68,ad_group_17
869,10/24/15,139281,1118,15,0.36,305.95,ad_group_17
870,10/25/15,140519,1279,14,0.38,224.24,ad_group_17
871,10/26/15,144902,1419,13,0.38,289.4,ad_group_17
872,10/27/15,137600,1267,13,0.4,110.23,ad_group_17
873,10/28/15,143455,1459,15,0.44,34.81,ad_group_17
874,10/29/15,139720,1184,15,0.4,226.15,ad_group_17
875,10/30/15,148170,1451,14,0.43,177.24,ad_group_17
876,10/31/15,141870,1178,16,0.4,229.7,ad_group_17
877,11/1/15,146324,1083,16,0.4,300.8,ad_group_17
878,11/2/15,147966,1269,17,0.4,304.56,ad_group_17
879,11/3/15,142022,1133,13,0.37,239.54,ad_group_17
880,11/4/15,144889,1288,15,0.39,274.76,ad_group_17
881,11/5/15,153286,1342,17,0.39,146.04,ad_group_17
882,11/6/15,150737,1306,16,0.39,99.89,ad_group_17
883,11/7/15,146844,1353,15,0.39,33.12,ad_group_17
884,11/8/15,153352,1313,15,0.38,212.16,ad_group_17
885,11/9/15,147945,1129,18,0.38,168.63,ad_group_17
886,11/10/15,145345,1334,15,0.42,200.02,ad_group_17
887,11/11/15,138236,1295,15,0.38,302.65,ad_group_17
888,11/12/15,141678,1178,11,0.4,155.38,ad_group_17
889,11/13/15,145660,1328,16,0.39,270.52,ad_group_17
890,11/14/15,139609,1329,15,0.41,94.48,ad_group_17
891,11/15/15,145326,1455,14,0.42,393.19,ad_group_17
892,11/16/15,144111,1419,15,0.4,145.86,ad_group_17
893,11/17/15,148767,1628,16,0.48,159.32,ad_group_17
894,11/18/15,143802,1239,13,0.38,55.86,ad_group_17
